date,base_actual,peak_actual,offpeak_actual,n_hours,n_peak_hours,qa_flag_missing_hours,base_actual_test,peak_actual_test,offpeak_actual_test,base_seasonalnaive_d1,peak_seasonalnaive_d1,offpeak_seasonalnaive_d1,base_seasonalnaive_d7,peak_seasonalnaive_d7,offpeak_seasonalnaive_d7,base_elasticnet,peak_elasticnet,offpeak_elasticnet,base_lightgbm,peak_lightgbm,offpeak_lightgbm,spread_base_seasonalnaive_d1,spread_peak_seasonalnaive_d1,spread_base_seasonalnaive_d7,spread_peak_seasonalnaive_d7,spread_base_elasticnet,spread_peak_elasticnet,spread_base_lightgbm,spread_peak_lightgbm
2019-04-07,37.98083333333333,35.97833333333333,39.983333333333334,24,12,False,,,,,,,,,,,,,,,,,,,,,,,
2019-04-08,44.40166666666667,46.12166666666667,42.681666666666665,24,12,False,,,,,,,,,,,,,,,,,,,,,,,
2019-04-09,41.992916666666666,43.84833333333333,40.137499999999996,24,12,False,,,,,,,,,,,,,,,,,,,,,,,
2019-04-10,42.81708333333333,44.22,41.41416666666667,24,12,False,,,,,,,,,,,,,,,,,,,,,,,
2019-04-11,44.74125,46.0075,43.475,24,12,False,,,,,,,,,,,,,,,,,,,,,,,
2019-04-12,44.90166666666667,46.22833333333333,43.574999999999996,24,12,False,,,,,,,,,,,,,,,,,,,,,,,
2019-04-13,41.416666666666664,40.77166666666667,42.06166666666667,24,12,False,,,,,,,,,,,,,,,,,,,,,,,
2019-04-14,37.25,36.16416666666667,38.33583333333333,24,12,False,,,,,,,,,,,,,,,,,,,,,,,
2019-04-15,41.82875,41.1575,42.5,24,12,False,,,,,,,,,,,,,,,,,,,,,,,
2019-04-16,41.615833333333335,41.78,41.45166666666667,24,12,False,,,,,,,,,,,,,,,,,,,,,,,
2019-04-17,40.80833333333333,41.75666666666667,39.86,24,12,False,,,,,,,,,,,,,,,,,,,,,,,
2019-04-18,40.84166666666667,40.27,41.413333333333334,24,12,False,,,,,,,,,,,,,,,,,,,,,,,
2019-04-19,33.839999999999996,30.324166666666667,37.35583333333333,24,12,False,,,,,,,,,,,,,,,,,,,,,,,
2019-04-20,34.516666666666666,32.3275,36.70583333333333,24,12,False,,,,,,,,,,,,,,,,,,,,,,,
2019-04-21,31.5975,26.68166666666667,36.513333333333335,24,12,False,,,,,,,,,,,,,,,,,,,,,,,
2019-04-22,-14.008750000000001,-36.35916666666667,8.341666666666667,24,12,False,,,,,,,,,,,,,,,,,,,,,,,
2019-04-23,14.751249999999999,15.246666666666664,14.255833333333333,24,12,False,,,,,,,,,,,,,,,,,,,,,,,
2019-04-24,34.70125,37.630833333333335,31.771666666666665,24,12,False,,,,,,,,,,,,,,,,,,,,,,,
